,fips,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25
0,41023.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41025.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41027.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41029.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41031.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41033.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41035.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41037.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41039.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41041.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41043.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41045.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41047.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41049.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41051.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41053.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41055.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41057.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41059.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41061.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41063.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41065.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41067.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41069.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,41071.0,0.943489,0.974818,0.886468,0.80765,0.806985,1.114437,0.9982,0.899182,0.876291,0.836616,0.8009,0.777733,1.083549,1.07678,1.032709,1.015169,1.039375,1.392165,1.675376,2.101533,1.947098,1.783919,1.687881,1.546015,1.307813,1.701647,1.884127,1.594625,1.499683,1.345878,1.127904,0.984179,1.266455,1.460097,1.409437,1.217126,0.982511,0.925328,0.846844,1.013963,1.232603,1.101988,0.948996,0.788492,0.745028,0.685824,0.682745,0.756886
0,33001.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33003.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33005.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33007.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33009.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33011.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33013.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33015.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33017.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,33019.0,1.930154,1.799465,1.671243,1.368465,1.206432,1.12689,1.03938,0.952094,0.978431,1.038709,1.20153,1.554159,1.916544,1.827632,1.882214,2.095767,1.896726,2.039113,2.518384,2.997909,3.126375,3.276579,3.257651,3.010804,3.04365,3.406527,3.867257,3.669245,3.550482,3.537444,3.446079,3.752776,4.518166,5.46943,5.522201,5.891498,5.68529,5.935986,6.036216,6.406039,7.070181,7.129237,7.088051,7.013811,6.906938,6.775212,6.995251,5.691373
0,25001.0,1.59422,1.614794,1.702478,1.803664,1.870647,1.751721,1.912555,2.052379,2.08495,2.21185,2.484127,2.281331,2.114891,2.191199,2.262017,2.347699,2.573138,2.736568,2.884528,2.799062,3.018063,3.379294,3.501635,3.567437,3.647606,3.535795,3.67342,3.989111,4.098635,4.057938,3.941466,4.01421,4.600309,5.178823,5.333847,5.571166,5.245978,4.805781,4.837724,4.950871,5.073218,4.307869,3.624319,3.006114,2.518464,2.116925,1.817646,1.61103
0,25003.0,1.59422,1.614794,1.702478,1.803664,1.870647,1.751721,1.912555,2.052379,2.08495,2.21185,2.484127,2.281331,2.114891,2.191199,2.262017,2.347699,2.573138,2.736568,2.884528,2.799062,3.018063,3.379294,3.501635,3.567437,3.647606,3.535795,3.67342,3.989111,4.098635,4.057938,3.941466,4.01421,4.600309,5.178823,5.333847,5.571166,5.245978,4.805781,4.837724,4.950871,5.073218,4.307869,3.624319,3.006114,2.518464,2.116925,1.817646,1.61103
0,25005.0,1.59422,1.614794,1.702478,1.803664,1.870647,1.751721,1.912555,2.052379,2.08495,2.21185,2.484127,2.281331,2.114891,2.191199,2.262017,2.347699,2.573138,2.736568,2.884528,2.799062,3.018063,3.379294,3.501635,3.567437,3.647606,3.535795,3.67342,3.989111,4.098635,4.057938,3.941466,4.01421,4.600309,5.178823,5.333847,5.571166,5.245978,4.805781,4.837724,4.950871,5.073218,4.307869,3.624319,3.006114,2.518464,2.116925,1.817646,1.61103
0,25007.0,1.59422,1.614794,1.702478,1.803664,1.870647,1.751721,1.912555,2.052379,2.08495,2.21185,2.484127,2.281331,2.114891,2.191199,2.262017,2.347699,2.573138,2.736568,2.884528,2.799062,3.018063,3.379294,3.501635,3.567437,3.647606,3.535795,3.67342,3.989111,4.098635,4.057938,3.941466,4.01421,4.600309,5.178823,5.333847,5.571166,5.245978,4.805781,4.837724,4.950871,5.073218,4.307869,3.624319,3.006114,2.518464,2.116925,1.817646,1.61103
0,25009.0,1.59422,1.614794,1.702478,1.803664,1.870647,1.751721,1.912555,2.052379,2.08495,2.21185,2.484127,2.281331,2.114891,2.191199,2.262017,2.347699,2.573138,2.736568,2.884528,2.799062,3.018063,3.379294,3.501635,3.567437,3.647606,3.535795,3.67342,3.989111,4.098635,4.057938,3.941466,4.01421,4.600309,5.178823,5.333847,5.571166,5.245978,4.805781,4.837724,4.950871,5.073218,4.307869,3.624319,3.006114,2.518464,2.116925,1.817646,1.61103
0,25011.0,1.59422,1.614794,1.702478,1.803664,1.870647,1.751721,1.912555,2.052379,2.08495,2.21185,2.484127,2.281331,2.114891,2.191199,2.262017,2.347699,2.573138,2.736568,2.884528,2.799062,3.018063,3.379294,3.501635,3.567437,3.647606,3.535795,3.67342,3.989111,4.098635,4.057938,3.941466,4.01421,4.600309,5.178823,5.333847,5.571166,5.245978,4.805781,4.837724,4.950871,5.073218,4.307869,3.624319,3.006114,2.518464,2.116925,1.817646,1.61103
0,25013.0,1.59422,1.614794,1.702478,1.803664,1.870647,1.751721,1.912555,2.052379,2.08495,2.21185,2.484127,2.281331,2.114891,2.191199,2.262017,2.347699,2.573138,2.736568,2.884528,2.799062,3.018063,3.379294,3.501635,3.567437,3.647606,3.535795,3.67342,3.989111,4.098635,4.057938,3.941466,4.01421,4.600309,5.178823,5.333847,5.571166,5.245978,4.805781,4.837724,4.950871,5.073218,4.307869,3.624319,3.006114,2.518464,2.116925,1.817646,1.61103
