,fips,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
0,41001.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41003.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41005.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41007.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41009.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41011.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41013.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41015.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41017.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
0,41019.0,12.825333145612,10.520012441978,8.8913006283066,17.718865786982,16.197969605033,14.469444150946,15.518852777616,11.142416487052,12.573851612147,8.6799885288943,5.333025460901,8.6600428480023,13.724083115414,10.315378414708,7.2840328539311,9.9126632370841,7.0957212478822,7.6673801639001,14.573863308428,14.031595407097,16.176843425643,12.542629741709,16.88915192004,12.977713058426,18.170507956311,17.052376262521,20.916982663393,18.734971980085,14.068534031392,21.001528733975,16.043253011024,11.566765266802,7.6663921475294,7.1495061741071,4.1948929770426,9.8530801583015
