,region,sub-region,13/1/20,14/1/20,15/1/20,16/1/20,17/1/20,18/1/20,19/1/20,20/1/20,21/1/20,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20
65,Nashville,Tennessee,100,94.19333333,91.22333333,101.23,126.3533333,138.9,97.55,86.90333333,87.33666667,89.05666667,92.44333333,111.73,111.0833333,76.45666667,86.43333333,89.95666667,95.04333333,96.65333333,116.7733333,116.6966667,79.98666667,90.72,86.37666667,92.7,99.30333333,105.0066667,119.56,89.44,93.50333333,98.57,92.24333333,107.34,140.6033333,150.4966667,108.2066667,103.2666667,97.50333333,105.2566667,99.42,127.49,141.07,87.52666667,89.91,100.1033333,101.6766667,112.99,138.2466667,158.19,102.4333333,105.82,123.2733333,126.43,128.5966667,145.4433333,156.81,112.1233333,114.4633333,108.2666667,111.22,99.21666667,110.0666667,95.07666667,63.62333333,65.34666667,58.56,52.55,53.05,52.79333333,49.2,35.47666667,40.57,35.91666667,42.66,46.46,49.52666667,45.00666667,39.26333333,45.73666667,37.63666667,40.81333333,41.99666667,46.47333333,40.36,35.81666667,42.47333333,41.68,40.65666667,43.54666667,46.02666667,41.58,24.1,39,38.20666667,43.61,46.30666667,49.67666667,47.02666667,35.05333333,47.97333333,49.12666667,45.95666667,43.75,53,40.9,37.64333333,48.89333333,50.97333333,46.72666667,51.82666667,60.77333333,59.40333333,46.25333333,57.35666667,57.77,56.36333333,60.91,59.63,64.6,47.84666667,60.87225053,60.2822536,63.68,72.09333333,79.04333333,75.45,56.15666667,65.46,69.48,70.99333333,71.53666667,83.93333333,81.65333333,64.36666667,63.05666667,75.2,71.50666667
66,New Haven,Connecticut,100,107.94,109.2333333,108.1066667,121.44,89.66,87.02,97.6,107.9166667,110.5966667,113.9666667,138.4166667,122.15,89.06,102.6333333,103.38,105.5266667,112.9,141.4,133.5766667,85.95,107.5666667,107.2866667,104.1,110.4266667,127.46,126.0266667,88.72666667,95.55333333,102.0133333,109.34,118.7533333,141.5433333,125.59,99.93,114.8033333,110.54,114.5,118.0733333,142.5466667,135.8266667,97.56666667,108.3333333,106.0366667,113.1633333,118.69,144.1566667,132.1766667,101.94,110.88,113.4733333,111.89,129.4233333,134.73,118.18,88.91,106.8766667,104.0933333,95.76666667,90.78333333,88.22,81.46666667,60.93,64.01333333,57.3,55.26666667,51.34666667,53.26,49.06666667,39.38333333,37.31,42.72,41.39333333,49.14,51.75,41.64333333,33.7,41.62666667,41.06,46.64,42.81,44.61333333,45.44666667,36.75666667,46.04666667,45.68333333,41.56666667,41.23,47.22666667,47.16666667,32.81333333,35.92,48.65333333,51.60666667,50.98,53.26,45.36,44.43333333,50.04333333,45.15,49.03,46.30333333,48.59333333,59.25,37.85,44.60333333,54.06666667,50.86333333,48.30666667,58.00333333,66.61,54.59666667,56.30333333,62.61666667,54.64666667,60.42666667,58.30666667,60.96333333,51.80666667,59.88560942,59.28984364,65.06333333,69.79666667,76.76666667,79.14666667,62.44,68.98,74.04333333,76.59333333,79.85333333,86.71333333,67.84333333,73.73333333,64.06,77.55,83.82
67,New Orleans,Louisiana,100,66.69666667,57.4,63.26666667,80.23666667,90.02333333,64.33333333,56.13,55.6,55.17666667,55.94666667,74.03333333,81.10666667,50.16,55.28666667,54.34333333,52.05,58.02666667,75.39666667,84.85,55.26666667,56.26666667,55.49666667,52.91666667,58.45333333,83.89,97.44,70.21666667,61.13666667,59.56666667,62.30666667,68.41,98.43333333,105.64,70.12666667,70.25,67.03666667,78.16,68.77666667,134.92,178.8833333,140.29,106.4533333,135.5366667,76.84333333,70.61,81.89,87.02,66.17666667,65.45,65.03333333,61.99,70.86666667,90.20333333,97.64,78.97333333,76.2,74.21666667,72.60666667,71.12,71.03,66.98,45.30333333,40.34,30.67333333,27.15,25.15333333,24.04333333,17.94333333,14.92333333,17.56333333,17.28333333,17.97,17.37666667,19.16666667,17.09666667,14.37,16.82,17.75333333,17.68,17.15666667,18.62,16.04333333,13.85666667,17.7,17.41,17.90333333,18.98666667,19.77333333,17.26333333,12.58,19.11666667,17.91666667,19.32333333,20.76666667,21.22666667,17.72,15.91,21.48,21.46,20.85,19.72,24.16666667,21.29333333,17.8,22.29666667,22.08333333,20.05666667,24.11,26.10666667,24.15666667,19.16333333,23.63333333,24.80666667,24.96,26.41333333,25.20666667,25.54,20.69666667,31.27469813,30.78020084,28.08,27.05666667,30.62666667,29.56666667,24.40333333,31.72666667,32.43,33.18666667,34.62,37.65333333,33.39666667,27.32666667,26.63666667,30.97,34.04
68,New York City,New York,100,96.75333333,101.8566667,102.31,115.6766667,105.43,99.13,91.35666667,95.28,99.41333333,104.6633333,122.57,113.5333333,91.31666667,92.65333333,94.25,96.13,100.5866667,118.6166667,120.7633333,85.96,94.90333333,96.67666667,97.32,101.1,117.3566667,126.82,95.16666667,93.49666667,98.91666667,101.77,107.3533333,132.1866667,126.4033333,106.2733333,106.71,103.2633333,107.4466667,108.2466667,124.3066667,131.9533333,97.72333333,96.56333333,96.47666667,100.4566667,102.9466667,124.16,126.79,95.73333333,99.41666667,99.57,105.62,109.3766667,118.8566667,129.42,97.71666667,103.7866667,96.20666667,93,82.02333333,84.52333333,75.89333333,52.77666667,49.80666667,43.04666667,41.58,37.48,40.71333333,33.36666667,23.84333333,23.56666667,28.70333333,25.54666667,28.86666667,31.99666667,23.73,20.57,26.09333333,25.7,26.88666667,26.30666667,27.14333333,26.77,22.69666667,28.01666667,27.48,26.53,24.76,27.76,27.95666667,21.02333333,22.81,28.88333333,28.60333333,28.52333333,30.81333333,27.16666667,27.51333333,29.65,27.13333333,30.36333333,29.65666667,30.63,35.47,23.35666667,29.47666667,35.13333333,31.52666667,30.70666667,36.85333333,41.88666667,35.82,36.5,38.44333333,34.51666667,39.4,37.28333333,38.13,34.9,44.51590004,43.79101281,41.81333333,43.07,50.91,50.7,40.96,43.26666667,45.15,46.81333333,49.44333333,53.31333333,42.79666667,46.58666667,44.43333333,51.39,52.45666667
69,Norfolk,Virginia,100,92.22333333,96.59666667,95.33,106.2733333,104.93,77.16333333,80.63333333,86.02666667,87.43333333,88.08,106.3933333,107.0166667,70.92,88.31,85.28666667,84.01333333,87.48333333,109.7733333,109.5033333,72.33333333,88.34666667,89.95,87.2,92.43333333,103.3733333,104.24,77.88,89.58,86.67666667,91.43666667,100.3366667,123.7866667,116.6333333,84.35333333,93.86666667,93.52666667,94.33666667,86.03,97.13333333,112.9733333,79.66,89.72,89.62666667,97.65,102.9466667,124.5266667,125.4933333,83.09333333,95.83666667,104.53,99.51333333,97.96,109.5,117.0666667,83.87,101.1,95.93666667,96.87666667,94.93333333,104.7866667,100.53,66.37333333,74.93666667,74.57,69.78,75.43333333,88.36,59.02333333,49.28333333,53.51333333,60.22666667,51.70666667,61.19666667,69.26666667,66.92666667,59.03,58.76666667,51.69666667,51.48,58.18666667,63.31666667,52.69333333,46.05666667,55.44666667,57.05,60.8,62.42,65.01666667,63.72,45.66333333,54.89666667,67.09333333,59.85333333,68.91666667,74.71666667,63.87,59.14666667,60.33,68.09333333,72.00666667,67.90333333,75.93333333,71.49666667,59.00666667,66.78333333,72.75333333,77.51666667,65.42333333,83.11666667,83.48,71.75666667,79.79,75.89,78.89666667,83.4,91.53333333,90.35666667,69.58666667,72.81452656,72.66746478,90.43,92.70333333,113.1433333,120.8,86.88666667,81.01666667,88.03666667,90.64666667,95.80666667,117.5566667,134.84,97.38333333,92.33,102.75,101.4733333
70,Oklahoma City,Oklahoma,100,107.1266667,99.44666667,93.60666667,111.6933333,120.68,76.30333333,97.56666667,88.02666667,90.62,99.20333333,115.4266667,114.76,72.08666667,94.95,84.04666667,87.85333333,94.89,114.2166667,125.4266667,79.56333333,94.18333333,89.32333333,60.80666667,89.49333333,111.25,120.0933333,80.18666667,93.25,94.66666667,94.92666667,102.1366667,128.4533333,119.9533333,84.33,98.86333333,96.49,97.41,103.3066667,125.88,121.74,78.16333333,95.6,99.14333333,95.81666667,105.9333333,131.9933333,133.6033333,91.36,94.79333333,112.08,105.85,116.3766667,143.05,143.0133333,84.96666667,100.6066667,109.3266667,113.6666667,105.59,110.11,102.1066667,64.78333333,79.10666667,73.01333333,70.68333333,71.01,68.63333333,56.22333333,41.24,60.73333333,63.65333333,63.16,60.92,66.81,57.63333333,44.98,51.74333333,59.40666667,59.87666667,60.62666667,56.28666667,51.63,44.08333333,57.22333333,62.36666667,62.51,63.86666667,70.64333333,54.96333333,36.50666667,54.17,58.18666667,65.54333333,64.69333333,69.77666667,66.99,50.87333333,70.49,70.16666667,57.09,74.58,80.26,71.93,59.94,73.73666667,69.89333333,80.91,85.06666667,95.91,86.91,64.34333333,88.32,90.57,85.80333333,87.89333333,97.06,94.27666667,62.38666667,75.26083865,75.03130482,89.54333333,97.57666667,105.26,103.8366667,84.99666667,104.46,107.1566667,109.35,107.1433333,124.9066667,115.5,85.79666667,75.94,106.2266667,106.4466667
71,Omaha,Nebraska,100,99.86666667,96.04,100.6533333,84.81666667,112.0933333,80.08,90.17666667,101.6033333,81.52333333,98.45666667,116.5366667,134.76,86.49333333,92.36666667,96.38333333,96.55333333,100.7933333,121.77,135.3,86.51,90.66333333,103.8933333,101.99,104.5933333,132.61,140.05,88.57,94.76666667,99.68666667,98.62666667,103.4033333,142.3166667,159.1,115.98,105.5333333,104.7333333,96.65333333,114.9333333,141.5933333,155.2566667,98.01,101.0333333,103.0466667,106.7633333,114.26,138.3666667,160.76,99.09666667,106.2566667,109.3933333,110.6033333,116.2766667,142.3466667,155.6766667,104.0033333,96.72333333,109.5233333,109.2133333,111.1433333,113.4033333,98.69666667,71.79333333,81.52333333,80.57,74.66666667,65.40333333,76.64,67.93666667,49.97333333,66.04,71.24,72.15666667,72.30666667,75.69333333,64.90333333,60.99666667,74.48333333,76.22666667,77.70666667,68.05666667,63.34,68.51333333,59.29666667,73.54666667,86.04,76.38333333,70.59333333,82.46333333,75.27666667,38.75666667,67.12333333,64.13,76.93,62.11,79.06333333,84.94666667,66.26666667,82.81666667,86.46333333,84.44333333,86.38333333,86.40666667,81.20333333,71.91666667,88.53333333,87.32333333,85.93,95.99333333,118.41,93.77,76.16666667,82.04,97.25666667,95.05666667,87.43,113.09,105.38,77.49333333,84.6156298,84.40930084,100.8533333,113.8233333,136.43,108.8,88.18,109.5833333,119.8466667,125,129.4333333,136.9833333,128.56,95.32,86.69666667,112.0833333,128.93
72,Orlando,Florida,100,99.21,102.6933333,105.6266667,122.2966667,128.43,98.87666667,102.35,98.56333333,95.82666667,101.39,118.26,121.18,94.54,94.62333333,96.9,96.90333333,98.4,117.7133333,113.3933333,89.67333333,101.8233333,102.1433333,103.62,106.64,117.44,123.8233333,96.95666667,102.53,102.6033333,108,111.08,132.9633333,133.23,106.69,112.6333333,109.2466667,109.35,114.39,122.6166667,128.46,101.9733333,102.43,103.3366667,107.46,112.2466667,129.7366667,132.51,102.6633333,104.8633333,105.5433333,110.1366667,117.61,130.4466667,133.5233333,100.8733333,102.1066667,104.8266667,103.9,101.8933333,106.9633333,95.87666667,73.06333333,74.20666667,67.29,59.89666667,56.28666667,55.56666667,43.7,35.33333333,43.06666667,42.48333333,42.73333333,41.58666667,37.56666667,32.8,29.25333333,36.42,36.61333333,37.54,37.58333333,36.82333333,32.98333333,24.15,34.23333333,36.10666667,35.52,37.01666667,39.02333333,35.56333333,26.24333333,36.18666667,36.43333333,37.53,36.36,41.75333333,35.49666667,34.07666667,39.93666667,40.55,41.45666667,42.00333333,39.06333333,42.20333333,35.71666667,44.70333333,44.72,45.14333333,43.31,51.87,47.24333333,40.68,50.82333333,53.18,51.99333333,53.04333333,59.24666667,54.38,41.58333333,55.79067701,55.12810758,58.40333333,59.79666667,67.42,62.43666667,52.66,61.13,64.91333333,65.01,64.69666667,76.52666667,73.95333333,59.13333333,53.3,68.17333333,69.03
73,Palmdale-Lancaster,California,100,102.995,102.24,101.21,125.56,133.43,99.585,102.82,100.465,102.505,108.715,128.455,139.765,122.465,101.44,101.825,106.94,105.635,129.005,131.79,102.75,105.45,102.335,114,113.96,129.53,138.74,96.355,105.775,107.355,112.41,121.945,150.41,152.54,115.565,114.64,105.905,118.1,122.03,138.67,153.795,117.99,112.975,114.355,115.18,118.515,140.28,151.735,108.925,110.41,124.52,115.155,124.26,159.625,144.3,109.165,107.445,102.37,118.575,104.465,119.885,119.305,88,94.49,87.405,90.49,86.155,87.02,80.37,68.85,74.26,69.815,69.98,69.49,77.085,73.24,63.89,72.805,71.8,83.575,77.815,88.585,82.09,60.665,68.545,65.345,64.54,65.185,77.9,86.155,60.595,77.085,77.965,90.225,88.36,94.03,98.695,83.165,89.285,83.4,90.615,95.225,109.01,107.995,96.2,92.655,101.105,97.035,101.825,118.215,128.015,112.065,107.86,103.075,102.635,111.23,129.225,138.97,117.28,94.5948453,94.39153926,119.19,125.365,143.565,144.895,128.765,122.95,134.795,131.23,143.555,157.56,162,143.41,122.28,141.77,140.97
74,Philadelphia,Pennsylvania,100,99.78666667,104.6633333,104.88,122.28,104.0433333,92.97,95.13666667,95.27333333,99.49666667,101.8966667,128.3466667,116.8366667,84.23333333,90.70333333,93.71333333,95.86333333,99.95333333,122.67,121.8733333,78.92333333,95.82,95.07333333,95.92333333,98.57666667,116.27,125.5466667,93.03,97.18333333,101.0933333,103.2866667,109.68,139.46,135.8766667,105.27,106.46,103.9066667,104.09,104.6566667,130.4366667,138.8366667,94.6,99.57,98.45333333,104.2866667,107.6433333,132.22,132.17,93.72,102.1866667,102.4266667,108.3266667,110.4466667,124.32,136.6266667,98.42333333,107.78,100.4233333,101.5166667,94.00333333,104.1233333,98.13333333,65.37333333,65.82333333,57.03,56.42,52.27333333,60.17,49.27,37.23,36.70666667,42.86666667,38.33,45.71,50.49333333,36.97,35.12,41.79,40.3,43.59333333,43.89333333,47.99666667,43.30666667,38.65333333,45.73666667,44.38,46.41,43.60333333,47.28,45.28333333,33.46666667,37.32,44.99333333,46.46,46.27333333,51.10333333,45.90333333,43.66,47.54,43.86333333,48.41333333,46.30666667,48.98333333,55.48666667,37.33666667,46.77,54.45666667,51.89666667,48.8,61.10333333,64.02,52.72333333,56.39333333,57.80666667,53.36333333,61.36,61.32,60.93,52.15666667,59.77500681,59.29575221,65.93333333,66.76,79.61,76.33,60.96666667,66.92333333,70.01666667,70.59666667,75.30333333,76.91,71.24333333,65.20333333,63.34666667,76.00333333,77.51666667
75,Phoenix,Arizona,100,104.2633333,102.05,104.3466667,117.2933333,113.12,85.72,94.91333333,97.49333333,101.8233333,101.8333333,113.86,110.0866667,76.32666667,95.87,100.0633333,102.83,107.3166667,122.8,120.5366667,78.46333333,94.98,98.49666667,97.84333333,100.9066667,121.77,121.29,81.67,95.13333333,99.53333333,105.2733333,110.5133333,127.25,116.82,90.04666667,101.4966667,103.2166667,107.0233333,109.96,125.5133333,117.5633333,94.04666667,105.8833333,108.22,107.36,108.2566667,125.5466667,130.87,92.62333333,103.59,107.3166667,108.1366667,112.6666667,133.51,125.8933333,90.37666667,104.26,101.5066667,95.52666667,93.33666667,99.40333333,96.92,71.49666667,85.01,76.45333333,62.29666667,65.16333333,66.74,58.63,45.11333333,57.74333333,56.18333333,55.37333333,55.4,57.63666667,53.05666667,43.37,53.27,50.49666667,49.14,49.95333333,54.47666667,49.18333333,40.37333333,49.70333333,49.92333333,49.41333333,52.51,56.66666667,50.49666667,35.34333333,51.12666667,51.18,54.32333333,53.68666667,60.04333333,55.35666667,44.73666667,55.54,54.34666667,54.98666667,56.73,61.88,55.41,44.46666667,55.69333333,56.67,58.41333333,59.17666667,66.98,61.15666667,47.98666667,60.45,62.14333333,61.04666667,62.87,71.64333333,66.65666667,49.29666667,65.62143651,65.24012575,71.02,72.37666667,82.72333333,78.01,60.88666667,76.3,78.59,80.67666667,81.04,92.68666667,85.73666667,69.49,68.43666667,81.18,81.6
76,Pittsburgh,Pennsylvania,100,103.2066667,100.4233333,100.97,129.4566667,112.7933333,87.33,91.84,93.28333333,92.74,100.0533333,120.5166667,122.11,78.68666667,86.10333333,90.20666667,93.16,95.74666667,127.1133333,127.79,78.80333333,91.54333333,92.96666667,94.44333333,100.41,107.8833333,119.4966667,81.54333333,91.47,96.48,95.78666667,106.6366667,142.4566667,146.3966667,96.04666667,97.31,100.0166667,99.14333333,99.14333333,130.3533333,143.9066667,90.61333333,103.8233333,101.05,103.06,100.71,129.5166667,128.72,87.53,92.27666667,98.14333333,102.69,109.34,117.9133333,129.93,92.81,97.49333333,90.5,91.08666667,89.92333333,97.12,99.21,59.24333333,62.15,53.65333333,49.4,48.77666667,48.75666667,39.90333333,37.39666667,34.68666667,35.71333333,37.92,43.67333333,44.87666667,36.71666667,38.58,38.11,38.66666667,39.97666667,42.48666667,47.17333333,43.61333333,35.77666667,42.87666667,38.33333333,44.58,41.18333333,44.01666667,43.11,30.07,36.48,41.22,43.67,42.76,45.07666667,46.15666667,42.55333333,46.97666667,43.02,46.51666667,44.79666667,51.12666667,52.51333333,36.26666667,50.14333333,46.86666667,51.34333333,50.10666667,58.49666667,59.34666667,48.42,54.87,53.47,51.77333333,59.62333333,58.75666667,57.08333333,47.83666667,56.39545227,55.95591986,69.44,64.76,78.31666667,80.12,61.93333333,75.32,75.19,76.78666667,82.20666667,83.33,83.37666667,68.07666667,62.40666667,82.76333333,84.39333333
77,Portland,Oregon,100,100.7266667,100.9,107.3133333,123.24,127.3966667,103.9466667,106.8566667,102.96,105.2266667,113.2,128.24,127.7833333,93.32666667,100.6733333,103.1966667,104.9866667,112.9533333,128.95,126.6166667,84.85,99.38,104.3166667,110.7366667,126.4166667,142.7833333,146.6533333,99.75,107.2233333,107.5566667,113.22,119.76,144.9066667,135.1,118.2733333,116.4,116.2133333,117.5833333,125.0033333,147.88,144.84,101.4166667,104.7666667,116.69,114.93,127.7666667,140.89,134.71,101.63,100.8466667,107.0866667,117.37,119.32,132.2233333,137.1966667,102.1466667,105.15,111.94,108.6366667,100.72,94.82666667,75.65666667,64.49333333,70.80666667,62.51333333,58.55,59.44333333,59.65,48.11333333,40.92666667,40.56,36.15666667,38.52,38.05333333,38.32666667,33.61666667,31.33,36.37666667,38.85333333,38.53,38.29333333,41.42333333,36.49666667,37.18333333,40.57666667,43.01333333,45.01,46.24,49.20666667,41.81666667,32.98,42.94333333,45.26333333,44.81,47.49666667,52.10333333,40.12333333,39.62666667,48.60333333,44.21333333,40.44333333,46.19666667,47.91,45.35666667,42.33666667,45.41,49.93666667,48.72666667,50.35333333,54.72333333,44.32666667,41.57,51.20666667,55.10666667,52.46666667,57.68333333,64.84,60.87333333,47.22333333,58.49344857,57.88481841,55.12333333,55.40666667,69.68,58.4,55.02,55.91666667,62.27666667,62.03666667,61.66666667,71.05,66.35666667,60.88333333,53.87,66.93333333,73.83666667
78,Providence,Rhode Island,100,108.39,111.65,107.14,123.8166667,104.62,93.95,98.46,114.5366667,114.5733333,119.2633333,138.1466667,133.6466667,91.50666667,111.53,110.3033333,109.9033333,114.06,139.6566667,134.1066667,88.54,105.1233333,108.0166667,112.3133333,108.59,127.4533333,141.0966667,92.56,100.29,109.03,115.92,119.1633333,147.34,139.4666667,111.03,118.8566667,117.9966667,120.5033333,119.9166667,145.0633333,150.2766667,103.2733333,113.3566667,112.3733333,116.81,120.5933333,146.2466667,141.6,94.73333333,111.27,115.6266667,118.6366667,123.3333333,131.79,134.15,100.5,120.6733333,116.51,111.9933333,103.3533333,102.6833333,98.07,72.34333333,74.67666667,61.74666667,64.78666667,55.27,65.05333333,57.36333333,44.1,46.19333333,50.81,45.76333333,53.52,62.76666667,51.51,36.64333333,44.01666667,49.62666667,46.27,45.29333333,47.04666667,47.68,41.96,48.99333333,52.05333333,45.63666667,45.34666667,54.06666667,51.87666667,36.33666667,37.70333333,53.78666667,52.33666667,53.05666667,59.43666667,46.71666667,49.56333333,52.28,47.71333333,51.96333333,55.05,56,65.90666667,42.56,48.02666667,56.83333333,61.76333333,54.35666667,68.56333333,71.49333333,63.68,66.92666667,71.02333333,63.8,68.92666667,72.12,67.29666667,58.06,66.1749187,65.77159614,76.22666667,80.12,89.58333333,92.89,73.71666667,75.85666667,86.02666667,90.24333333,90.01,110.0533333,83.16,82.96333333,73.38333333,95.13666667,98.21333333
79,Raleigh,North Carolina,100,106.5033333,108.6333333,109.11,126.6366667,127.34,94.93333333,100.0866667,101.0166667,102.8,105.6833333,121.2266667,137.41,88.1,100.75,103.15,100.67,101.3966667,117.12,127.1966667,84.00333333,99.21,100.9066667,105.7733333,95.51,121.9033333,121.25,90.53,102.8533333,104.0666667,108.0733333,113.8233333,145.7633333,140.7933333,97.19,109.94,112.0766667,106.3566667,89.67,107.6633333,133.7033333,94.13333333,101.4133333,109.9266667,108.63,114.8966667,136.05,143.67,99.40333333,104.7766667,108.4166667,107.7566667,112.6966667,133.14,137.33,92.73666667,107.9866667,101.4466667,105.1533333,105.36,106.6966667,104.1366667,68.42,77.00666667,73.4,68.61333333,71.44666667,74.08666667,59.78333333,45.36666667,52.91666667,55.81666667,55.03333333,55.57666667,59.22333333,54.65,48.33666667,56.23666667,49.32666667,53.35666667,56.3,61.78333333,55.10333333,45.81666667,55.29333333,56.09666667,56.58666667,58.34333333,60.03,56.07333333,36.89333333,51.89666667,59.78,58.47333333,61.91333333,68.37666667,61.68333333,50.48333333,54.31,64.08333333,63.75333333,57.58666667,70.96,66.30333333,54.19333333,65.25666667,66.43,67.43333333,60.21,75.83333333,73.76333333,63.06,71.26,68.00666667,72.69666667,75.87333333,82.01666667,83.22333333,60.26333333,70.8815533,70.47898194,78.42333333,83.23,94.51333333,91.31,73.44,80.90333333,77.77333333,74.31666667,78.45666667,101.3933333,97.28333333,75.97333333,78.87666667,95.05,85.54
80,Reading,Pennsylvania,100,92.175,99.295,103.13,119.735,74.805,83.59,93.825,98.335,111.89,97.855,114.52,107.98,75.75,94.725,92.975,92.46,96.905,116.755,115.67,74.485,97.06,96.93,100.215,96.16,114.045,122,85.42,94.495,96.875,105.515,102.215,132.08,125.02,85.545,111.175,100.63,104.065,117.89,123.14,129.61,92.495,97.715,98.78,103.03,108.575,125.825,131.105,95.45,110.06,104.595,113.155,114.285,122.92,138.06,94.795,118.34,108.885,112.34,104.565,118.405,108.825,78.205,90.14,81.125,77.745,81.085,84.045,69.3,54.22,54.815,58.235,53.85,66.305,68.81,50.41,45.33,58.365,54.16,59.94,65.67,64.045,61.535,59.32,65.245,66,65.96,63.59,65.01,62.965,51.095,56.445,68.25,71.785,73.94,72.295,71.07,67.89,73.185,65.6,74.79,71.065,78.19,78.845,59.665,76.62,82.38,82.82,81.065,97.995,102.08,83.14,85.86,95.91,87.68,97.035,94.52,98.31,85.465,79.92475676,79.70525013,107.225,114.38,131.655,129.95,94.68,107.815,118.535,123.52,126.7,129.3,127.785,110.215,102.935,125.895,133.145
81,Reno-Sparks,Nevada,100,93.61666667,101.9233333,93.73,114.9466667,126.73,99.78666667,105.99,113.2066667,109.3933333,105.7966667,127.18,133.4133333,89.62666667,100.1433333,102.99,104.7733333,104.39,117.0633333,125.9433333,83.04666667,97.74333333,100.7766667,104.8866667,111.69,127.71,128.2566667,91.13,100.1866667,104.3233333,102.52,110.29,143.4566667,142.5366667,121.68,113.3833333,111.31,103.1033333,109.4166667,134.8466667,147.55,98.59333333,104.3033333,107.6,107.22,109.48,132.95,150.5766667,95.25666667,105.3366667,108.2133333,104.3566667,107.2633333,133.4866667,132.5033333,90.83333333,97.36666667,100.6333333,97.81333333,100.8133333,114.5066667,91.72333333,75.03666667,79.84666667,68.66333333,56.12333333,56.13666667,61.27,52.79666667,43.42,50.78333333,49.73,51.33666667,51.47333333,59.67666667,49.47,41.52666667,51.15333333,51.12,54.73333333,54.74,62.52,46.45333333,35.68,46.41333333,51.09,53.53333333,51.65666667,60.87,52.26,36.31666667,54.40333333,56.68333333,58.01666667,58.65,62.35666667,55.58333333,46.62,58.20666667,60.84666667,60.78,66.59666667,71.87,59.65,52.08333333,69.81666667,69.51333333,65.45,66.44,74.13333333,67.01333333,54.57,70.67666667,70.15666667,73.85,75.13666667,81.26333333,77.32333333,63.66,68.12476828,67.74184983,81.83333333,81.04333333,100.9866667,86.17666667,70.26333333,82.69333333,82.69,88.10666667,92.83,98.09333333,91.47,76.84666667,74.45666667,96.09666667,98.61666667
82,Richmond,Virginia,100,99.74666667,100.11,103.55,114.33,110.7766667,91.23,97.37666667,91.39,93.96666667,94.70666667,112.5566667,120.34,78.31666667,91.38,94.40666667,93.13666667,95.35333333,112.3833333,115.78,78.52,90.78,93.46,91.9,92.57666667,114.24,113.7233333,83.65333333,90.99666667,94.24333333,96.14,101.25,127.9666667,121.1666667,87.90333333,93.97,94.33,98.30333333,92.14333333,113.8733333,127.1666667,86.64666667,85.78333333,90.87666667,95.52,106.27,120.7333333,133.09,86.98333333,92.74333333,104.6833333,99.93666667,103.5066667,113.17,117.4933333,84.69333333,90.21,90.12333333,85.54666667,84.25,98.57,89.80333333,58.32,67.27,65.44333333,60.02666667,65.47666667,67.97666667,51.32666667,44.89,45.49,51.05666667,48.11666667,51.68,60.29333333,55.27,48.14666667,53.98,45.50666667,49.76333333,52.61333333,57.25666667,50.88666667,44.13,52.50666667,52.13,52.01333333,56.20666667,57.91333333,53.58,40.30333333,50.04666667,54.50666667,56.93333333,60.9,63.07,57.33,50.23666667,54.84,59.24,61.54333333,55.93,64.24666667,58.07333333,50.50666667,59.49333333,63.15,65.76666667,55.96666667,71.27,70.64,59.82333333,68.34666667,61.31666667,64.86,72.73,75.39333333,72.37333333,58.38,65.04036058,64.73070047,79.04,78.13,91.23,84.07666667,71.2,75.7,77.54666667,77.75333333,80.64666667,95.55,86.51666667,68.78333333,72.60666667,81.94,83.24666667
