,region,sub-region,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27
379,Dunn County,Wisconsin,100.0,86.98,89.48,104.58,95.93,82.32,103.06,107.84,91.97,88.93,103.77,132.98,143.42,108.95,91.0,98.73,100.05,106.46,155.6,149.47,112.91,92.81,98.32,100.35,111.96,152.62,149.31,97.94,103.04,101.9,99.43,115.49,165.53,154.16,132.6,122.32,103.85,105.67,119.66,167.45,148.79,132.87,102.47,99.86,100.71,118.66,167.4,153.11,133.22,111.34,112.8,114.67,125.66,176.02,169.68,136.51,110.96,112.34,111.91,126.34,155.47,121.59,97.18,87.31,83.94,80.53,78.22,95.69,88.83,72.2,69.49,65.45,57.85,61.73,71.68,54.68,49.47,65.45,61.92,63.76,65.8,65.77,64.2,63.47,65.58,68.08,67.43,70.25,81.12,75.24,37.97,65.88,65.77,71.03,76.59,90.29,89.8,72.04,71.28,81.45,83.16,86.19,99.92,98.78,80.42,87.93,79.69,89.23,102.41,106.35,107.46,91.56,99.19,93.3,105.37,108.6,123.84,118.69,83.1,0.0,0.0,110.36,120.75,156.71,133.63,97.59,124.19,118.28,135.45,142.53,168.13,135.2,111.36,118.82,121.67,125.06
380,Duplin County,North Carolina,100.0,103.7,102.2,107.1,148.42,134.07,98.14,120.29,109.05,105.06,111.4,132.12,126.37,99.0,106.82,98.84,100.57,112.33,135.8,132.55,102.22,102.47,105.15,106.14,98.07,139.81,120.29,110.56,105.55,104.42,115.05,122.42,169.69,150.33,107.66,124.62,120.0,109.52,101.18,119.0,134.84,103.24,112.22,118.82,110.36,132.33,162.57,158.04,130.11,121.2,115.76,126.64,128.11,177.71,155.5,120.61,127.27,134.1,128.45,140.92,155.57,140.1,106.8,116.1,99.41,113.81,120.54,139.42,102.56,76.2,89.62,87.87,83.75,88.55,104.6,87.85,77.42,90.57,73.91,75.74,80.53,95.87,75.29,60.42,81.32,86.01,89.25,96.78,108.39,91.02,61.39,78.62,94.15,96.3,95.08,113.97,100.93,79.64,91.36,99.34,102.0,106.35,124.37,104.17,89.0,104.96,113.01,110.27,101.59,140.47,124.85,120.9,120.45,113.33,121.36,128.86,149.15,146.0,119.66,0.0,0.0,139.61,154.02,192.22,204.47,160.98,140.81,116.64,128.41,147.38,209.84,187.64,184.11,207.37,173.84,147.02
381,Durham County,North Carolina,100.0,106.1,107.38,109.48,129.74,115.37,86.05,98.79,103.55,105.73,108.69,120.94,114.5,79.68,98.94,104.46,105.04,108.35,124.78,115.47,81.59,95.58,101.58,103.15,96.03,120.95,113.44,86.69,102.75,102.2,106.68,116.12,148.25,126.36,90.27,105.67,107.05,110.26,93.2,101.41,120.93,87.6,101.12,109.89,112.16,122.89,140.05,132.54,93.17,111.97,116.4,113.61,118.4,140.71,128.84,89.59,105.91,104.69,105.48,102.74,105.47,91.2,63.13,75.68,71.79,68.85,70.59,78.36,59.62,44.63,54.62,56.8,56.02,54.06,57.58,51.52,40.78,53.35,50.45,53.19,55.73,63.16,54.34,42.46,53.95,55.12,56.64,59.67,63.73,56.59,37.46,52.62,59.18,62.33,64.38,73.85,63.0,49.97,59.79,64.22,66.33,62.47,75.38,65.41,54.51,66.66,69.4,70.33,67.16,82.98,75.87,62.05,74.69,72.55,77.85,80.05,89.87,86.31,64.59,0.0,0.0,84.51,87.93,102.44,95.69,73.84,84.72,84.48,82.69,87.02,107.56,100.19,77.04,77.45,96.6,91.94
382,Dutchess County,New York,100.0,101.72,104.59,107.7,126.86,89.34,98.2,115.05,104.47,103.65,106.2,126.5,120.03,95.45,93.27,97.19,101.25,101.67,120.86,121.27,89.47,97.5,99.47,97.73,98.02,118.43,121.94,94.71,101.0,102.11,104.4,109.7,134.01,137.47,114.42,117.94,104.51,110.78,112.03,134.82,138.86,109.41,101.47,103.98,105.26,107.22,136.06,141.38,113.63,104.7,105.48,108.54,114.64,129.5,137.12,113.32,108.15,102.92,99.99,100.22,109.49,98.65,76.43,80.06,70.53,76.11,66.86,75.42,67.55,50.93,43.74,55.24,52.78,61.14,65.39,51.19,40.26,51.2,53.22,58.14,54.75,58.87,59.0,47.83,57.81,59.42,54.5,54.4,64.26,63.06,41.08,51.84,67.27,65.95,65.72,69.43,60.12,65.64,64.19,59.98,69.57,65.02,69.94,83.65,52.57,62.99,77.62,70.1,70.33,80.93,91.96,84.37,73.64,83.33,77.03,86.15,88.29,86.05,73.98,0.0,0.0,97.13,96.46,109.07,112.21,94.94,97.17,109.35,111.83,112.34,127.81,102.41,108.87,96.24,113.55,118.18
383,Duval County,Florida,100.0,102.43,102.31,109.23,123.14,114.0,77.89,93.8,100.48,97.97,102.74,119.94,110.61,74.14,93.55,99.83,101.66,108.2,121.87,110.23,75.95,96.55,103.4,104.31,103.54,120.84,114.63,83.6,101.55,106.45,109.64,119.72,136.83,121.14,85.93,101.49,107.92,108.13,113.37,126.32,118.28,84.72,104.96,112.65,128.51,122.36,136.37,135.2,89.98,110.23,114.8,121.82,119.43,137.68,127.53,87.7,108.44,110.0,113.47,114.9,122.38,108.8,78.88,89.46,85.44,81.74,82.05,85.16,70.61,50.04,64.63,64.48,64.88,66.17,72.93,65.06,48.71,60.64,61.18,61.6,64.91,62.11,52.1,38.76,55.84,57.32,57.62,61.35,67.13,58.92,38.8,56.77,58.72,62.31,68.77,76.3,67.69,52.65,66.39,70.29,71.17,71.62,78.47,77.76,59.32,72.63,74.92,77.58,79.27,92.79,86.52,67.42,83.6,87.84,86.19,90.13,105.08,98.67,71.34,0.0,0.0,95.89,101.01,116.49,112.34,87.04,101.39,103.8,105.23,111.24,128.84,123.42,98.41,87.59,109.11,108.8
384,Dyer County,Tennessee,100.0,105.22,105.25,100.9,115.78,107.49,79.42,88.67,91.87,96.41,102.24,117.86,108.19,72.28,96.64,99.81,94.33,104.67,121.96,107.33,73.37,96.35,92.45,98.4,101.02,104.39,107.43,76.7,92.54,104.26,99.94,113.6,131.75,109.6,92.73,106.91,107.3,107.75,104.26,118.57,116.87,81.37,99.42,105.57,107.81,115.65,131.82,139.72,89.56,110.37,119.59,103.43,115.91,130.99,121.19,85.76,105.51,119.3,109.92,105.19,130.63,118.76,83.13,93.89,90.59,94.24,86.27,92.54,77.72,48.66,74.07,70.58,74.01,77.27,94.33,67.77,59.67,74.52,80.54,81.08,76.18,81.27,62.77,48.56,73.98,76.15,78.52,79.77,86.36,76.15,44.49,74.81,79.93,92.54,88.6,98.78,95.39,60.66,88.57,94.05,84.6,91.36,94.72,81.18,72.95,97.76,91.29,95.9,112.74,117.09,113.96,75.13,104.99,104.35,115.27,125.38,127.78,122.31,84.41,0.0,0.0,118.15,134.22,150.93,134.83,104.9,126.95,128.2,142.48,157.11,165.4,138.22,97.06,107.71,135.34,145.61
385,Eagle County,Colorado,100.0,67.91,66.04,74.14,126.64,106.46,95.58,95.94,62.17,67.47,87.63,105.87,106.52,120.73,65.3,58.1,60.83,71.34,83.66,90.63,82.93,75.35,65.25,67.31,106.72,126.88,116.04,113.72,74.17,64.88,67.42,101.59,102.02,105.53,129.75,129.8,79.47,73.07,80.76,97.45,103.65,111.79,95.89,73.3,74.45,88.19,103.46,110.19,109.07,74.92,68.49,69.87,76.82,88.99,100.53,97.76,77.68,75.93,76.39,77.91,87.22,87.76,76.17,51.9,39.02,34.98,28.25,34.82,37.16,25.13,24.8,25.45,24.61,21.3,21.93,20.42,19.28,20.29,22.88,22.11,20.36,21.94,21.54,18.27,21.06,20.97,22.87,23.2,24.79,22.58,14.47,22.03,23.39,24.25,22.3,29.19,24.18,23.6,24.74,27.73,27.14,28.4,31.6,31.18,27.73,32.05,35.74,36.78,35.8,42.03,41.06,36.76,37.91,38.52,40.38,45.6,48.89,45.91,37.32,0.0,0.0,46.08,47.26,54.11,53.86,50.13,53.79,52.19,56.71,59.88,78.78,70.2,58.75,68.76,62.54,58.15
386,East Baton Rouge Parish,Louisiana,100.0,101.79,107.66,113.51,128.82,112.15,81.59,94.2,105.16,101.75,105.49,125.97,111.89,65.09,94.81,98.68,101.77,105.56,133.83,112.89,71.19,94.21,99.7,96.63,103.49,123.43,110.0,75.82,93.65,108.98,107.91,114.45,150.94,125.47,78.69,98.94,110.8,107.53,114.99,146.06,115.77,72.53,95.71,85.63,114.08,118.12,142.71,134.14,87.11,107.75,112.48,106.67,117.63,150.3,135.49,91.51,109.91,114.52,116.27,116.91,128.82,108.68,78.25,86.67,74.09,70.67,69.81,75.4,55.66,40.61,52.94,47.86,51.08,53.21,57.23,48.16,37.27,49.17,51.07,53.19,53.59,59.97,46.09,38.76,51.88,53.87,55.15,58.48,58.8,51.94,30.77,55.98,59.73,62.6,66.18,70.6,58.21,44.56,66.94,66.34,67.54,66.33,78.3,67.74,52.72,68.04,66.5,69.88,78.38,87.22,73.48,58.51,77.64,83.53,82.07,85.52,87.06,83.74,58.8,0.0,0.0,92.91,89.96,105.86,95.65,72.72,101.94,107.71,106.73,115.61,125.11,101.64,80.81,84.13,105.78,117.69
387,East Feliciana Parish,Louisiana,100.0,115.3,118.14,132.78,147.07,138.63,115.05,126.59,110.37,126.92,116.47,154.93,184.7,86.37,111.87,115.3,109.95,125.67,156.44,159.87,86.71,103.18,117.14,107.36,130.35,158.44,133.95,111.54,107.61,104.1,107.94,147.07,146.32,169.31,106.61,112.54,143.06,127.42,116.39,159.95,131.35,100.25,118.65,150.67,126.51,154.52,180.27,178.6,123.91,123.41,143.31,117.56,155.6,168.06,170.07,124.25,120.74,126.17,134.03,136.87,141.47,129.52,117.14,106.27,109.03,99.16,100.59,106.61,104.93,74.5,75.17,78.51,112.54,91.97,105.94,95.32,74.0,102.84,77.17,88.8,85.62,107.27,89.46,74.41,85.2,84.78,109.53,108.03,108.19,93.9,56.94,102.17,95.23,107.19,109.95,124.16,116.81,77.76,113.13,123.33,112.12,110.28,123.41,127.26,97.58,111.62,106.86,110.12,122.74,134.78,132.86,103.18,110.87,130.94,147.32,134.28,127.93,130.35,109.62,0.0,0.0,132.44,121.99,144.48,153.68,108.78,153.6,153.68,145.82,162.04,182.27,168.98,129.77,135.95,153.76,155.1
388,Eastland County,Texas,100.0,98.82,95.57,97.49,139.46,113.55,105.58,123.35,90.4,90.93,101.49,145.79,107.96,109.37,94.83,93.55,93.42,99.05,143.92,111.7,101.49,100.28,99.8,67.27,96.72,141.36,107.81,118.0,97.08,96.31,94.7,110.06,164.28,117.72,128.45,119.87,113.24,98.85,112.16,168.58,143.51,125.58,103.97,115.52,107.32,122.33,170.37,134.8,145.48,106.12,100.9,106.5,123.3,198.05,161.05,141.97,136.72,120.85,133.27,135.29,177.64,143.43,144.3,102.64,101.0,100.44,91.86,104.69,85.43,75.36,79.05,74.72,75.21,76.06,87.71,77.64,62.28,65.92,71.57,67.45,66.71,85.51,57.49,61.49,59.33,69.24,71.17,79.9,84.87,62.92,54.88,71.29,72.93,78.23,80.31,99.77,77.0,75.52,69.12,77.16,84.71,81.95,102.07,88.78,82.79,82.69,86.4,82.43,92.27,114.6,92.34,95.06,100.2,82.87,88.86,95.39,127.63,112.88,86.53,0.0,0.0,97.62,117.26,132.11,102.79,119.21,112.39,106.99,112.52,130.42,188.73,149.07,110.19,139.77,116.93,120.05
389,Eaton County,Michigan,100.0,104.24,104.34,105.8,136.89,93.13,90.14,101.77,100.52,103.17,107.91,127.56,129.58,93.89,92.92,101.45,106.84,104.86,131.26,130.64,91.44,101.97,102.19,105.51,105.37,124.25,125.62,94.66,102.51,109.19,111.13,99.9,145.37,145.54,109.45,105.99,104.22,114.07,113.84,139.33,143.64,105.9,109.9,113.04,99.45,115.32,151.51,180.78,118.53,114.9,111.11,118.28,124.87,149.28,161.25,116.11,111.24,116.02,114.26,111.22,112.11,99.98,76.53,83.97,80.3,77.58,76.74,81.46,66.68,52.33,63.21,46.04,51.69,51.02,56.3,44.67,35.1,48.94,50.92,60.06,64.92,68.78,51.38,48.04,58.07,56.32,61.97,58.37,64.39,54.8,39.07,54.47,59.9,66.02,62.7,64.57,68.84,59.28,71.29,70.8,65.58,69.49,83.58,75.32,67.5,75.97,84.37,74.91,79.91,96.56,88.78,78.02,91.56,87.84,97.45,101.45,107.86,105.99,75.4,0.0,0.0,112.59,100.88,129.42,119.38,86.56,105.29,119.98,132.02,132.43,147.09,120.21,110.34,104.7,128.64,136.05
390,Eau Claire County,Wisconsin,100.0,98.18,98.79,109.13,104.22,96.04,94.95,106.82,103.04,97.68,104.27,133.27,132.88,96.35,96.58,101.41,102.7,115.12,141.72,147.71,112.66,104.67,108.65,113.0,114.99,156.38,169.21,97.57,108.65,114.29,108.07,116.91,168.38,158.68,124.29,115.82,116.05,110.64,124.27,162.9,160.66,126.69,119.49,116.36,113.16,125.54,164.97,174.01,129.62,112.87,121.23,119.12,133.96,186.74,182.12,135.58,119.59,118.96,124.15,130.99,159.63,135.79,103.86,94.44,92.17,84.19,78.04,92.2,74.76,60.39,69.54,62.2,54.98,64.39,73.21,60.21,49.49,65.76,65.71,64.31,65.53,72.19,64.22,57.81,64.05,69.44,66.45,67.4,80.07,67.64,32.53,58.16,63.09,73.97,75.93,88.71,79.87,71.03,79.83,83.75,81.7,87.46,100.73,95.35,73.93,87.15,82.44,94.68,101.81,114.75,103.73,89.5,96.75,99.55,102.28,110.03,126.93,110.57,82.08,0.0,0.0,105.43,121.18,146.77,127.85,100.63,125.02,132.98,146.81,148.89,172.79,141.35,118.18,119.93,146.74,145.64
391,Ector County,Texas,100.0,106.69,104.25,100.52,115.36,103.1,75.54,95.89,106.04,104.36,108.52,113.71,107.24,78.97,99.34,105.07,106.16,103.66,113.4,104.89,74.33,95.83,97.14,63.34,92.87,114.38,103.47,80.0,107.49,107.01,109.37,118.12,137.08,104.8,81.2,103.96,109.08,104.67,110.67,123.62,113.91,83.05,107.25,114.79,115.13,120.87,129.05,119.36,87.0,110.9,119.33,115.32,125.96,126.07,111.07,83.21,108.73,112.67,116.2,107.54,112.98,102.92,71.87,94.06,95.73,92.27,98.22,93.8,68.7,56.19,78.1,78.66,76.7,78.86,81.92,68.82,52.94,67.97,68.88,69.74,70.02,74.48,58.79,48.25,67.61,70.65,70.68,73.65,71.71,64.69,44.83,70.05,71.35,78.28,80.46,81.08,70.86,57.26,77.18,76.79,81.5,81.41,89.46,76.29,59.12,77.45,83.04,84.59,84.38,94.99,82.78,65.22,86.56,92.21,90.84,93.96,101.58,91.8,61.24,0.0,0.0,95.92,103.85,108.99,99.41,80.42,102.51,104.63,107.41,112.11,120.8,96.47,73.25,73.3,105.33,108.43
392,Eddy County,New Mexico,100.0,106.56,106.59,104.03,106.14,95.19,71.24,99.62,108.39,107.95,111.11,101.52,88.23,70.48,106.94,110.95,105.25,107.82,105.2,84.77,67.35,102.41,102.52,71.14,97.97,110.13,89.92,70.25,102.52,90.22,107.67,124.69,113.67,93.09,81.44,105.87,117.32,109.11,103.41,116.5,94.9,77.14,104.4,111.73,115.43,114.56,110.04,91.1,79.34,113.94,111.69,108.55,118.93,119.99,102.12,88.01,121.39,121.25,122.07,117.2,112.84,100.35,75.22,110.96,109.22,95.5,90.48,89.31,63.2,50.6,70.71,70.79,68.22,72.19,66.79,48.85,42.67,65.57,70.83,67.43,67.88,62.32,49.28,43.88,60.69,63.29,65.52,65.49,61.12,47.8,32.19,60.08,66.26,65.53,66.13,67.57,51.19,43.82,61.95,70.4,73.15,74.86,70.35,51.43,49.15,67.55,71.81,69.17,68.4,73.98,67.3,54.86,69.04,75.58,73.41,76.48,73.82,65.97,42.32,0.0,0.0,83.13,84.98,78.59,70.27,58.28,84.17,86.74,91.14,92.28,95.38,79.79,70.59,59.64,89.63,86.88
393,Edgecombe County,North Carolina,100.0,102.24,99.05,109.32,128.72,117.08,85.68,103.19,106.7,102.46,108.94,128.64,126.48,81.14,104.3,99.0,105.54,109.19,129.48,117.32,78.25,102.92,103.27,95.35,94.08,119.89,122.18,86.03,106.46,107.75,107.86,112.7,139.12,126.1,85.11,112.13,107.11,107.03,91.08,89.19,130.45,97.51,102.03,108.4,120.37,123.32,150.42,152.01,102.59,117.62,121.1,126.78,124.83,150.18,159.63,109.78,120.24,119.05,114.78,123.86,134.99,129.86,89.06,108.7,100.57,104.46,108.13,119.81,95.92,68.63,84.25,91.43,78.03,89.3,102.92,96.22,69.87,78.65,73.93,75.95,79.57,92.41,86.95,68.63,81.19,88.22,88.14,99.51,102.35,97.3,69.17,81.19,97.0,95.65,102.97,127.1,97.54,78.87,89.08,103.49,106.43,105.24,121.89,106.19,85.38,109.21,114.35,111.48,102.3,139.58,124.56,96.22,114.7,111.35,113.37,130.13,143.99,149.31,111.0,0.0,0.0,128.59,141.5,155.74,160.23,124.21,130.88,127.61,125.07,127.72,169.36,178.41,132.91,129.75,145.72,149.99
394,Edgefield County,South Carolina,100.0,106.25,115.55,111.73,148.12,151.31,87.51,111.85,111.41,119.12,128.55,126.83,148.25,94.65,93.5,106.25,99.75,121.54,123.65,129.64,92.8,105.86,127.53,118.04,92.67,133.33,126.83,103.12,109.75,108.35,92.8,120.65,146.91,147.36,85.34,116.38,102.17,97.58,109.24,137.79,181.52,101.4,116.19,112.75,124.47,135.69,163.35,168.45,100.64,109.05,107.14,117.08,111.15,155.45,159.53,109.18,123.39,138.24,127.66,130.53,159.34,170.36,85.98,104.65,105.1,106.63,110.26,129.0,105.86,65.52,95.98,82.22,106.25,107.84,120.33,115.68,80.37,108.29,89.55,88.15,100.25,100.83,94.9,69.41,94.26,92.54,98.85,101.53,111.03,96.05,51.18,95.79,104.59,99.11,112.68,135.95,105.93,66.22,99.36,123.01,129.64,99.11,131.68,123.2,84.0,108.41,126.58,119.06,122.63,135.95,132.12,105.99,136.01,129.32,131.68,136.97,139.96,144.04,104.27,0.0,0.0,145.0,157.87,181.71,159.02,124.09,134.35,150.48,126.77,156.79,187.06,164.56,130.85,122.31,157.36,154.17
395,Effingham County,Georgia,100.0,102.285,104.39,106.375,119.27000000000001,115.38,93.655,105.88499999999999,97.58,104.405,102.225,119.325,121.67,88.36,95.83,100.435,106.565,114.05000000000001,120.11,112.735,87.84,102.875,99.43,91.975,99.565,119.08,114.28999999999999,94.44999999999999,101.85499999999999,102.695,111.14,115.035,141.58499999999998,127.58,101.21000000000001,118.61500000000001,109.07,110.975,112.265,137.17000000000002,126.57,99.41499999999999,109.55000000000001,103.595,106.42,122.515,142.915,142.02,112.19,112.64,112.53999999999999,117.46000000000001,122.44,158.65,149.855,109.53,117.215,117.795,122.325,120.235,145.035,142.535,106.19,110.19,105.56,108.305,103.555,112.29499999999999,98.38,69.22,81.53999999999999,80.955,78.58,77.02000000000001,88.235,75.285,63.019999999999996,77.91999999999999,74.99000000000001,79.44,80.21000000000001,81.41,66.185,56.075,73.74000000000001,75.235,79.285,82.69,94.035,77.63499999999999,45.59,76.095,80.03999999999999,88.81,88.03999999999999,102.34,89.00999999999999,64.72,89.805,92.015,94.52000000000001,88.16499999999999,106.495,97.98,78.745,92.37,98.935,97.36500000000001,104.675,118.86,107.27000000000001,92.285,100.305,100.455,114.555,119.005,136.195,120.47999999999999,89.765,0.0,0.0,121.345,128.16,146.41,143.515,112.91,125.255,145.905,133.76999999999998,148.005,181.66500000000002,158.62,132.21,135.77,139.32,144.15
396,El Dorado County,California,100.0,90.05,93.6,96.77,142.74,168.38,139.12,153.37,91.28,92.68,98.01,128.23,150.33,181.33,92.49,89.5,90.33,92.06,125.45,143.54,104.29,100.42,91.62,94.5,98.62,133.29,146.38,140.43,100.44,96.2,95.34,104.75,144.07,174.37,161.67,163.65,111.65,110.05,116.88,147.9,162.21,147.95,104.49,97.71,97.48,103.76,131.25,146.18,150.82,101.97,98.42,97.39,99.51,125.82,124.44,109.79,94.46,95.72,92.04,93.52,116.89,103.96,195.1,100.55,76.81,63.74,69.99,66.54,57.26,49.19,51.87,49.25,52.72,54.38,59.37,48.2,42.86,53.52,56.87,56.05,56.57,61.33,43.17,35.17,51.41,57.87,57.99,57.13,64.31,60.92,41.5,60.24,61.84,62.08,65.12,68.4,66.79,58.99,62.55,62.4,69.1,72.22,79.49,79.12,66.27,70.27,73.9,73.03,74.38,85.75,88.89,77.2,76.3,80.48,81.75,83.37,92.5,99.73,76.12,0.0,0.0,86.46,92.14,108.56,112.32,77.28,81.21,92.11,96.22,107.19,126.61,129.52,122.17,118.18,111.08,115.43
397,El Paso County,Colorado,100.0,107.425,106.38499999999999,114.23,132.555,125.63,89.99000000000001,100.765,103.42500000000001,104.635,107.60499999999999,125.56,126.115,86.59,96.82499999999999,102.18,103.50999999999999,111.34,133.01999999999998,131.02,89.795,98.63,92.5,104.745,108.825,113.82,130.57999999999998,88.9,104.11500000000001,106.56,111.875,128.515,158.575,152.07,107.185,108.32,99.82,110.975,134.24,139.45499999999998,141.985,89.785,107.495,107.655,116.145,121.97999999999999,147.18,145.465,99.84,108.725,116.025,117.88,121.965,148.41500000000002,154.53,103.83500000000001,119.375,122.475,120.875,118.83500000000001,125.28999999999999,121.55,87.475,102.14,90.205,87.005,77.03,86.88,79.05,60.945,72.785,76.275,65.19,59.655,65.625,59.400000000000006,48.125,59.97,65.38,65.285,62.685,66.86,61.655,50.78,63.885000000000005,65.155,65.475,66.70500000000001,74.08,66.795,39.305,58.87,67.405,75.345,70.725,82.15,75.945,61.58,75.48,74.97,77.965,79.57,89.855,83.99,67.285,81.815,84.38499999999999,86.7,92.505,108.50999999999999,98.015,79.03,93.725,97.24000000000001,96.675,100.0,113.96000000000001,113.09,83.655,0.0,0.0,106.28999999999999,111.89,129.035,124.35,99.67500000000001,116.88,119.145,121.30000000000001,127.37,148.37,135.45,102.505,105.39,123.42,125.91
398,Elbert County,Colorado,100.0,103.4,100.825,107.75,124.14,121.365,100.445,111.015,103.30000000000001,98.39500000000001,100.655,120.845,121.58,89.715,100.005,96.815,96.05,104.345,108.07,116.97,95.16,92.80000000000001,85.44999999999999,98.61500000000001,91.71000000000001,100.62,101.065,85.855,95.67500000000001,99.525,104.975,105.275,129.14,120.53,93.985,115.875,94.705,97.375,104.1,127.83500000000001,129.395,94.45,98.78999999999999,99.745,109.685,113.89500000000001,134.92000000000002,133.505,102.595,104.46000000000001,100.62,112.05,114.28,142.3,138.06,106.71000000000001,114.975,110.915,114.675,114.99000000000001,130.14499999999998,137.965,102.575,108.735,95.24,101.57,86.535,102.71,108.81,83.285,84.425,81.485,81.41,83.96000000000001,86.055,83.735,71.925,87.69,82.21000000000001,85.965,78.8,83.64,75.73,64.925,79.965,82.11500000000001,91.775,93.195,100.04499999999999,88.67,45.474999999999994,71.97,77.605,91.46000000000001,84.15,106.345,98.41,78.845,98.41,90.66,102.54,90.96000000000001,110.16,107.45,89.67500000000001,115.05,105.42500000000001,105.865,112.45,137.41,122.63,105.84,112.57499999999999,109.66,115.13,125.255,133.67000000000002,147.82999999999998,104.275,0.0,0.0,133.1,131.185,146.63,160.54,135.63,131.60000000000002,139.60500000000002,132.345,151.53,177.44,177.39999999999998,149.925,150.175,148.79000000000002,138.425
399,Elk County,Pennsylvania,100.0,107.07,116.76,105.16,131.43,82.25,90.67,113.59,111.59,105.25,111.23,136.96,129.89,88.5,111.32,116.03,116.76,117.03,124.73,128.71,94.84,103.99,105.71,98.73,107.61,110.51,113.13,86.41,105.53,107.25,101.81,116.94,143.57,140.4,101.72,110.42,108.88,109.06,106.07,140.76,135.6,115.85,98.64,111.23,115.13,103.89,141.67,136.41,97.55,111.68,126.99,114.86,115.94,148.91,156.07,113.68,113.32,110.6,110.42,108.97,127.63,117.03,91.58,94.47,90.85,85.51,84.15,86.96,76.09,67.48,67.12,60.24,68.39,89.95,83.42,67.03,62.68,65.67,70.56,68.12,68.21,75.82,67.93,63.22,74.28,75.45,93.84,84.06,92.66,68.66,51.54,66.58,78.71,78.17,77.81,95.38,80.34,70.11,76.36,79.26,82.97,86.96,99.91,90.31,76.0,98.46,98.64,106.43,96.47,108.51,103.53,99.91,110.6,111.59,107.61,110.87,110.69,124.18,105.25,0.0,0.0,156.34,146.11,128.8,141.67,131.79,145.11,148.28,158.42,176.27,172.92,183.15,167.48,138.32,163.04,156.25
400,Elkhart County,Indiana,100.0,100.96,100.25,102.11,118.71,88.31,71.38,96.49,101.87,100.55,104.95,121.03,105.71,73.32,97.58,103.08,102.39,108.0,125.84,114.65,70.11,97.85,103.91,106.28,99.5,114.95,107.97,71.06,101.71,106.9,107.63,104.73,129.12,115.01,86.08,109.23,108.44,110.41,117.5,131.78,121.82,81.46,105.18,108.93,97.64,106.53,133.59,127.75,83.09,105.65,118.22,117.79,121.85,143.88,129.71,90.32,111.34,118.01,115.01,111.23,120.41,104.18,72.21,95.04,93.21,87.93,84.91,94.21,69.19,46.08,72.85,70.48,63.67,65.6,71.59,52.91,41.39,64.59,64.97,68.57,71.38,80.78,54.94,48.89,68.07,72.4,77.98,76.22,76.19,66.25,39.66,70.86,75.32,75.93,85.31,78.26,76.84,59.31,90.78,91.24,90.71,91.45,104.25,76.77,64.32,93.21,96.4,90.88,98.45,117.54,100.92,75.18,104.64,106.78,111.29,123.32,129.8,117.47,75.22,0.0,0.0,131.63,124.13,148.67,138.67,88.89,130.13,138.16,144.1,150.08,171.41,144.78,118.47,109.85,150.39,150.5
