Date,Albany County,Allegany County,Bronx County,Broome County,Cattaraugus County,Cayuga County,Chautauqua County,Chemung County,Chenango County,Clinton County,Columbia County,Cortland County,Delaware County,Dutchess County,Erie County,Essex County,Franklin County,Fulton County,Genesee County,Greene County,Herkimer County,Jefferson County,Kings County,Lewis County,Livingston County,Madison County,Monroe County,Montgomery County,Nassau County,New York County,Niagara County,Oneida County,Onondaga County,Ontario County,Orange County,Orleans County,Oswego County,Otsego County,Putnam County,Queens County,Rensselaer County,Richmond County,Rockland County,Saratoga County,Schenectady County,Schoharie County,Schuyler County,Seneca County,St. Lawrence County,Steuben County,Suffolk County,Sullivan County,Tioga County,Tompkins County,Ulster County,Warren County,Washington County,Wayne County,Westchester County,Wyoming County,Yates County
29/02/2020,128.15,147.76,123.17,160.33,159.49,129.44,140.1,135.64,143.88,167.79,147.63,202.16,120.84,141.38,121.42,170.35,138.71,131.74,134.94,171.44,141.07,114.33,134.78,148.72,149.77,148.67,129.92,145.22,122.76,133.45,135.66,140.98,132.98,157.96,128.56,141.52,137.68,146.23,128.1,121.44,133.79,128.04,116.56,135.51,129.85,169.01,172.78,180.32,154.09,136.09,120.82,131.19,136.53,191.5,146.04,165.15,127.95,130.81,122.21,131.9,171.59
01/03/2020,95.13,119.81,94.41,132.03,137.3,99.39,130.67,102.92,115.54,128.17,119.75,175.39,119.58,113.63,89.25,160.18,110.82,101.03,109.03,171.46,117.7,98.61,106.46,124.48,124.97,123.15,94.8,115.15,89.9,99.76,107.05,110.52,98.98,119.42,107.43,108.77,113.32,115.48,103.19,97.18,106.09,106.46,101.33,103.01,97.08,124.47,136.59,127.34,109.3,115.2,90.77,120.39,122.96,141.43,131.15,133.51,106.99,107.88,95.66,118.21,128.14
02/03/2020,104.02,112.36,111.02,114.88,104.33,101.73,116.11,109.69,115.8,130.56,101.31,132.38,94.34,104.7,104.92,94.86,98.46,103.51,105.2,107.29,106.84,101.32,105.42,108,126.13,111.07,103.54,108.56,101.24,96.3,107.34,108.26,102.61,111.85,102.51,114.82,115.74,104.81,96.65,103.05,103.16,101.94,98.45,103.77,106.06,120.25,128.12,102.02,113.55,105.32,103.28,95.95,94.29,112.07,107.21,109.99,99.07,105.47,102.19,108.49,149.78
03/03/2020,112.09,129.94,106.93,121.55,105.37,104.77,117.43,109.73,118.16,135.22,106.47,138.01,87.98,105.48,107.71,87.5,111.59,106.74,111.48,97.56,106.15,104.43,108.1,103.3,125.13,121.36,109.44,112,109.33,98.74,112.02,114.09,106.69,108.84,103.81,112.34,116.24,107.08,109.06,105.1,109.85,105.83,101.48,106.72,109.99,107.31,120.74,101.66,114.38,110.47,106.42,95.19,106.99,116.72,105.55,110.97,102.74,106.8,104.69,113.48,144.88
04/03/2020,111.97,121.84,108.9,137.58,110.55,111.4,114.7,105.83,120.79,127.83,103.16,141.4,96.76,108.54,108.38,96.07,112.9,118.47,112.98,96.98,106.9,106.33,111.91,104.29,119.58,118.43,111.38,113.72,109.39,103.39,107.39,115.35,109.01,115.32,109.5,118.57,118.58,111.18,103.46,106.67,106.61,112.06,103.25,107.78,109.87,114.12,121.14,105.96,119.79,108.27,109.03,104.23,107.07,124.29,109.71,110,108.08,112.27,105.95,111.98,136.15
05/03/2020,118.74,124.25,113.32,129.15,118.62,108.34,118.04,114.56,120.21,133.86,110.73,161.51,98.36,114.64,115.86,109.78,109.06,118.12,117.69,111.74,111.74,105.46,116.17,124.15,123.23,124.3,117.07,121.75,113.5,110.85,115.41,120.96,115.33,115.82,111.07,120.13,125.6,118.26,108.34,110.04,114.38,112.29,105.2,114.38,114.02,117.21,119.84,120.64,129.21,114.62,113.11,107.03,109.47,138.15,114.95,129.44,111.34,109.88,109.3,111.98,141.05
06/03/2020,137.03,154.6,128.64,146.34,138.36,125.44,148.64,127.87,147.98,151.02,146.78,212.71,137.85,129.5,125.79,151.44,142.61,127.75,138.48,151.12,142.12,125.22,130.74,123.66,150,144.39,129.57,156.74,121.67,125.92,129.28,133.01,128.79,137.76,131.74,133.33,146.67,149.47,127.13,123.14,133.88,128.94,118.69,128.62,127.82,137.68,135,137.84,145.52,142.44,122.91,124.93,130.67,173.75,141.69,150.5,127.71,118.52,123.33,137.33,162.15
07/03/2020,121.45,130.12,121.1,147.45,165,136.38,146.78,136.54,148.4,172.84,141.54,271.28,123.74,137.12,129.27,167.96,160.63,120.91,146.2,174.6,141.68,127.35,138,156.39,159.72,149.56,131.38,132.05,118.93,132.34,144.36,144.62,134.09,154.56,131.23,148.67,153.56,119.88,122.86,120.11,125.16,127.4,114.16,130.56,124.56,151.86,165.8,184.46,138.41,129.32,122.08,134.28,131.38,193.5,140.75,156.66,123.39,126.65,114.95,153.01,179.25
08/03/2020,93.99,118.83,94.19,142.59,136.36,109.98,125.27,100.97,122.73,136.45,125.5,199.22,136.84,113.32,94.21,166.72,113.78,95.19,123.19,166.76,115.48,102.4,107.54,116.82,135.38,127.81,93.59,116.52,88.29,99.64,115.77,105.67,99.07,120.16,109.89,116.84,123.75,99.31,106.81,95.13,99.53,99.27,98.17,100.06,94.12,127.11,164.21,150.73,110.78,116.73,92.43,126.03,110.41,151.21,134.88,127.78,99.43,108.57,91.93,127.23,144.08
09/03/2020,105.52,95.28,108.89,122.95,111.18,111.17,118.91,107.98,115.12,118.11,110.12,141.73,90.4,108.15,103.76,116.88,98.57,117.19,109.86,104.17,99.56,107.19,108.69,92.66,122.67,117.08,105.33,112.91,104.04,100.97,109.68,114.77,106.69,111.83,104.14,121.57,123.25,90.05,107.78,104.75,103.07,108.11,98.71,104.2,105.41,109.51,135.89,114.91,107.39,110.12,104.66,98.98,106.16,118.72,110.56,111.57,101.63,107.64,99.16,114.72,137.76
10/03/2020,105.71,99.03,103.64,113.3,115.94,104.2,120.45,103.5,113.81,118.25,106.24,124.45,96.24,102.92,103.26,101.96,109.5,109.7,102.73,98.25,105.73,99.53,103.53,92.17,114.06,110.67,105.39,101.65,102.91,95.04,108.35,110.05,105,108.77,101.65,106.46,117.62,92.36,102.21,99.45,102.4,104.53,99.37,103.17,101.83,117.15,124.03,108.15,115.5,108.6,104.15,94.06,103.72,109.77,105.01,103.94,98.64,106.72,104.11,105.42,132.86
11/03/2020,105.72,97.69,100.13,120.91,106.18,110.77,112.05,105.42,115.8,114.21,101.96,128.86,91.55,99.99,104.1,99.87,108.29,111.38,105.6,100.25,105.62,103.45,103.56,90.52,122.83,118.19,106.44,107.93,100.23,88.53,104.5,113.72,110.91,110.37,100.11,110.5,123.25,86.47,97.34,99.75,102.64,103.8,93.01,102.67,104.6,117.66,119.64,102.92,113.8,106.65,109.78,97.07,101.77,109.39,100.65,100.03,112.93,106.82,96.79,123.58,129.65
12/03/2020,102.73,97.04,95.87,128.63,107,116.15,114.5,105.52,112.86,129.71,105.11,158.68,92.22,100.22,102.62,103.17,113.01,104.4,114.75,102.79,103.41,105.5,100.82,87.06,119.42,114.97,102.34,113.12,94.78,79.11,101.67,105.24,105.41,112.3,97.05,113.49,123.11,84.14,95.41,96.07,98.11,96,90.11,97.95,102.11,122.33,109.17,110.7,114.24,106.66,98.41,90.8,114.81,110.63,103.71,101.31,101.03,111.03,89.2,114.02,143.46
13/03/2020,106.67,120.64,107.15,150.86,125.35,117.64,138.46,116.24,125.51,130.24,119.92,189.71,120.88,109.49,109.75,125.85,120.7,112.65,125.17,125.52,118.42,118.76,110.31,112.61,139.03,137.92,110.83,144.79,101.84,77.37,112.6,119.87,116.46,124.29,107.17,133.79,141.92,97.5,105.86,105.21,105,106.16,98.07,105.19,108.5,129.87,128.51,132.41,133.85,121.46,107.95,114.14,116.2,136.71,117.36,113.93,103.62,107.52,96.23,128.46,146.84
14/03/2020,84.84,117.03,94.53,132.87,124.38,113.68,125.67,109.64,117.95,131.09,110.12,119.76,112.77,98.65,96.86,113.68,107.58,104.64,113.16,129.25,103.66,110.89,97.5,104.7,114.39,113.57,96.28,118.59,90.28,62.72,109.99,100.62,97.55,112.2,98.94,114.53,120.52,82.39,102.97,91.29,96.27,93.7,87.77,94.64,93.4,106.24,147.16,132.04,109.42,115.25,102.08,117.65,110.07,147.19,112.16,121.03,102.62,104.47,86.46,118.1,146.22
15/03/2020,64.1,88.29,71.81,104.77,102.65,88.92,94.89,78.03,92.91,84.74,92.84,91.7,95.68,76.43,64.68,100.65,77.16,80.98,83,115.25,90.7,79,73.42,77.66,82.88,100.3,67.96,97.44,64.79,43.53,74.85,76.33,69.09,77.11,80.02,90.02,85.3,67.62,78.03,69.89,76.15,67.93,71.21,75.03,69.58,96.12,116.35,97.58,79.98,86.04,72.7,98.2,85.91,122.52,94.2,94.22,83,81.32,64.09,90.76,92.88
16/03/2020,74.52,76.96,78.25,103.94,87.24,95.75,101.44,89.25,108.35,93.63,87.44,86.6,81.95,80.06,74.06,65.35,86.6,86.49,87.48,90.64,88.15,92.29,77.34,94.48,85.01,99.2,78.17,95.98,75,40.83,79.66,87.31,80.42,81.97,78.81,99.6,98.01,68.23,79.25,74.57,79.03,73.82,71.32,83,77.76,86,94.12,86.35,96.72,89.65,82.3,86.33,88.43,109.3,83.13,89.11,87.61,85.32,69.34,88.35,93.77
17/03/2020,64.41,73.11,72.66,102.44,76.75,76.05,96.98,82.27,98.37,83.85,81.69,85.99,75.47,70.53,65.38,59.13,82.48,84.59,76.65,79.41,83.13,82.83,71.3,76.75,76.45,80.43,69.84,82.46,65.92,33.97,69.66,77.21,69.48,73.21,70.21,89.91,86.3,63.82,68.56,68.32,72.41,69.22,63.73,72.3,71.03,85.26,80.16,69.25,85.33,85.4,72.68,79.66,79.29,88.04,74.55,69.48,78.53,78.45,61.87,87.33,86.91
18/03/2020,64.44,79.18,71.29,101.75,75.3,83.95,94.71,78.53,90.45,84.52,86.97,84.16,85.6,76.11,63.15,59.78,73.81,84.32,75.65,82.18,84.77,79.68,67.26,80.38,75.75,81.05,67.15,84.3,67.61,31.1,66.82,77.42,69.33,73.05,73.77,101.85,84.67,65.66,73,64.93,73.17,67.68,67.24,74.32,74.47,83.3,92.52,76.01,84.1,79.06,76.17,82.34,85.04,81.11,83.76,72.55,78.32,80.27,62.53,81.2,99.91
19/03/2020,61.83,81.03,66.68,89.2,79.42,85.29,90.32,75.77,85.25,77.37,75.77,84.38,76.63,66.86,62.87,53.14,67.93,78.58,76.38,80.27,83.11,78.19,64.49,68.92,88.54,78.34,67.58,88.36,59.04,27.6,67.69,74.12,67.96,67.94,68.03,87.66,81.88,67.82,63.08,59.81,67.46,64.9,58.12,68.68,69.51,81.83,95.21,73.86,90.09,82,66.67,76.88,75.42,71.2,72.05,64.49,77.6,81.48,56.3,91.14,86.46
20/03/2020,66.09,81.91,70.78,96.7,75.28,84.2,85.83,80.99,87.61,77.66,85.47,94.28,87.01,75.42,64.62,51.87,68.59,81.46,75.76,86,81.2,84.45,68.7,83.51,83.02,79.6,72.67,88,65.13,28.71,67.17,76.93,73.85,71.07,71.27,93.54,88.59,69.22,72.71,62.12,74.01,68.79,60.89,72.87,76.61,80.48,88.73,76.97,98.68,84.61,74.21,80.03,76.74,73.21,76.78,74.4,86.37,82.3,62.67,76.37,104.63
21/03/2020,55.37,82.23,56.76,86.7,76.87,70.01,73.19,68.12,81.52,73.11,79.76,91.29,89.02,67.55,52.7,61.29,63.04,75.69,67.45,83.76,75.74,72.98,53.94,82.44,80.63,77.29,61.43,80.98,53.53,22.87,56.02,66.55,61.1,61.21,63.79,81.03,73.48,67.71,68.67,50.77,65.04,57.4,53.71,65.37,65.1,81.95,75.57,65.08,90.4,73.47,64.83,82.49,69.67,63.1,72.59,73.15,76.06,69.49,54.57,87.54,79.88
22/03/2020,42.02,62.98,40.68,60.53,61.77,55.89,59.52,49.67,62.05,56.02,68.06,65.4,69.97,50.93,41.03,47.12,45.96,59.66,54.39,73.23,58.68,56.85,39.82,59.93,63.55,58.44,46.08,60.8,36.88,17.36,48.69,49.27,44.1,49.3,47.88,63.73,60.69,54.65,52.09,36.18,49.18,40.51,41.03,52.13,47.5,78.18,60.12,47.12,59.1,55.36,44.42,63.57,57.35,54.68,59.58,59.45,54.84,60.91,39.41,82.44,60.46
23/03/2020,41.72,51.78,45.18,54.38,53.23,49.43,55.8,52.13,66.77,56.31,51.97,54.72,47.75,43.74,44.04,42.57,51.4,58.22,50.02,51.61,54.69,54.01,41.72,61.25,52.85,60.59,46.73,61.11,37.93,18.33,48.09,50.76,44.07,46.34,43.23,66.67,54.5,50.66,42.71,38.62,46.44,42.44,36.34,46.52,48.38,56.69,52.24,43.54,55.39,52.43,44.36,47.49,58.36,44.4,45.56,52.77,57.82,54.93,36.79,57.3,64.11
24/03/2020,46.68,62.29,49.38,61.34,61.01,61.01,63.95,57.9,67.09,66.9,59.79,63.43,60.03,55.24,48.57,39.07,52.83,64.31,55.2,59.91,55.47,57.24,47.62,59.6,55.45,53.22,51.2,60.85,46.67,19.63,52.45,57.37,49.08,50.66,51.18,67.94,66.04,52.1,54.5,42.97,50.98,49.15,48.05,50.71,55.2,65.19,57.43,47.12,62.64,59.1,56.03,60.3,58.47,47.86,59.53,49.07,60.78,65.08,45.31,65.95,77.29
25/03/2020,47.67,56.73,47.51,62.16,63.71,63.77,70.73,60.08,73.65,66.88,61.54,68.81,57.09,52.78,52.66,41.82,55.08,67.13,59.76,59.91,63.94,62.55,44.8,61.09,64.01,56.95,54.63,61.07,42.6,18.54,57.15,59.92,52.46,54.89,49.52,69.67,65.69,53.16,49.24,40.01,52.95,46.14,41.95,53.55,56.71,73,73.68,53.15,62.05,56.4,50.76,57,66.55,51.2,57.42,54.5,60.87,66.91,41.39,70.19,85.13
26/03/2020,52.64,76.12,50.74,66.18,64.91,69.09,71.28,68.97,78.43,68.82,66.6,71.95,75.59,61.14,55.11,41.43,66.78,73.42,62.81,67.99,66.27,65.58,48.47,77.41,76.82,66.5,58.72,65.3,47.25,19.61,60.69,65,57.36,60.02,56.9,90.66,73.53,61.08,59.31,42.94,60.34,51.09,48.67,60.01,63.46,76.49,98.01,58.58,58.71,64.74,57.9,68.15,67.08,66.49,66.55,57.49,67.59,69.8,46.07,97.69,90.56
27/03/2020,60.68,65.94,57.25,75.22,71.68,76.79,75.59,73.86,83.04,75.14,72.42,72.61,74.66,65.39,62.29,47.19,76.61,88.34,70.72,74.28,77.62,72.21,52.47,96.13,76.96,72.49,67.02,78.54,52.15,21.87,68.57,70.78,63.29,63.4,61.61,98.33,80.12,59.75,62.43,46.52,69.68,57.95,51.6,69.1,71.47,80.82,78.46,63.15,68.6,70.84,63.54,68.65,69.15,61.26,71.46,71.16,78.69,80.78,52.08,98.28,87.71
28/03/2020,47.7,54.33,44.53,61.34,58.94,62.74,62.58,59.53,76.17,68.6,63.21,66.79,68.4,51.19,47.96,50.49,65.95,73.31,55.23,61.77,61.12,69.94,41.43,85.08,59.81,61.6,52.61,66.01,38.42,17.8,53.55,55.76,48.65,49.26,47.11,95.5,67.68,56.01,48.25,36.6,57.12,45.92,37.37,59.08,55.95,79.13,69.29,54.17,59.91,52.66,48.75,61.15,52.61,49.39,55.18,61.81,69.07,63.24,40.55,59.77,77.65
29/03/2020,36.56,55.62,37.42,50.73,54.12,56.52,54.08,50.74,53.28,45.77,49.63,55.16,57.05,40.26,41.43,34.33,45.58,52.54,49.97,49.89,49.18,51.43,36.04,51.85,50.97,47.09,45.81,54.18,32.2,15.54,47.29,44.92,41.51,48.06,39.87,85.76,55.86,45.93,34.83,31.19,41.82,37.59,33.32,43.63,41.66,51.41,76.97,49.5,43.54,47.5,37.63,53.46,50.21,45.66,44.1,44.69,45.67,52.47,32.15,70.35,62.07
30/03/2020,47.64,56.04,48.42,64.09,51.59,67.38,64.1,59.87,67.56,59.97,60.89,60.38,58.95,51.2,46.57,44.08,63.43,65.34,57,58.88,57.55,59.8,44.97,58.94,59.21,54.78,51.61,63.1,42.21,18.49,49.88,53.7,49.61,51.79,47.56,87.31,67.22,47.81,50.06,39.68,54.01,45.67,43.26,51.59,54.76,62.88,66.8,49.6,65.72,56.93,50.32,57.14,58.17,49.79,53.88,54.26,59.42,63.63,40.24,70.14,78.63
31/03/2020,50.41,59.93,49.1,64.61,62.58,67.43,65.85,64.62,74.54,69.15,64.07,63.29,56.23,53.22,49.62,38.58,68.64,73.28,62.04,59.04,69.62,67.18,44.32,70.73,62.83,61.17,54.4,63.65,42.5,18.28,54.38,61.79,53.65,54.62,49.87,92.33,72,48.78,50.86,40.01,57.21,47.15,41.89,56.75,58.84,78.52,83.75,53.81,64.28,59.91,51.84,57.63,57.84,56.28,55.15,60.23,69.28,63.98,41.78,71.21,92.43
01/04/2020,52.36,74.78,49.86,71.62,67.14,76.79,69.86,65.39,74.07,69.24,66.4,74.78,59.25,58.14,54.3,44.47,66.78,85.66,62.66,61.22,69.59,69,46.57,73.12,68.75,63.32,59.04,72.59,44.24,18.44,62.29,63.72,57.04,58.2,53.13,90.48,74.7,49.86,54.77,40.21,59.4,48.78,44.73,62.54,63.3,73.51,75.97,56.03,64.02,60.61,54.77,62.37,66.07,56.45,60.32,63.18,70.91,75.96,43.91,78.09,86.91
02/04/2020,51.18,69.46,49.33,67.78,68.89,76.07,69.3,64.56,73.54,63.1,66.9,71.12,67.06,54.75,55.51,41.72,66.5,78.44,62.65,63.81,65.44,67.99,46.4,76.01,69.49,65.15,60.87,67.61,44.47,18.28,61.68,65.05,55.43,59.59,53.43,83.56,74.31,54.85,54.28,40,59.91,49.2,45.47,59.45,64.6,75.98,74.28,59.08,63.84,61.27,53.81,65.55,65.84,59,60.81,58.53,72.08,69.45,43.46,88.45,81.3
03/04/2020,55.3,76.91,52.93,74.47,73.92,72.24,74.52,75.03,83.57,74.38,65.75,75.31,64.68,58.87,61.31,42.93,65.13,80.16,66.22,67.46,69.93,72.5,48.65,84.58,69.05,65.84,66,72.68,47.2,19.82,66.7,66.92,61.36,63.1,57.47,97.75,77.37,56.68,57.36,42.8,64.13,53.52,47.21,65.13,68.34,69.91,77.17,61.96,71.01,64.83,55.46,70.23,69.56,55.59,62.03,67.73,72.2,81.02,45.99,83.4,94.03
04/04/2020,53.28,75.57,47.6,69.21,85.81,78.42,78.53,65.2,73.81,72.48,77.65,71.89,68.92,59,58.03,52.03,70.07,81.16,62.78,76.39,69.68,81.72,44.22,87.47,72.58,71.22,60.41,65.25,45.56,18.3,63.51,63.61,58.46,61.75,54.36,96.71,77.17,54.76,55.81,39.29,64.34,51.14,42.29,67.42,63.82,81.72,94.22,67.83,70.77,63.06,57.17,64.98,62.12,63.61,67.42,71.84,78.84,82.74,46.74,116.06,103.29
05/04/2020,41.04,58.95,40.34,57.97,63.18,59.2,55.1,55.2,63.73,54.77,58.6,56.85,57.24,47.83,45.08,38.91,45.19,66.37,51.93,59.56,59.98,57.16,38.89,73.78,57.54,58.58,49.28,53.56,36.78,16.39,56.04,49.89,46.77,49.19,46.35,86.1,66.23,43.43,46.35,33.49,51.71,41.64,40.31,56.26,49.23,69.18,77.67,50.7,47.95,50.72,43.95,58.04,58.55,51.36,54.43,57.46,59.78,69.11,37.74,94.52,78.45
06/04/2020,52.8,70.25,51.02,70.92,71.41,74.21,72.5,72.54,88.29,65.71,69.2,68.26,66.73,57.81,54.12,46.79,67,79.13,61.21,66.45,69.12,67.87,47.34,71.81,77.19,70.24,60.66,66.59,46.16,18.31,64.18,68.26,59.92,62.56,56.24,83.56,79.12,55.36,55.76,41.63,63.31,50.16,48.26,65.08,66.06,70.7,101.2,69.42,68.15,66.27,56.52,65.01,73.13,62.57,66.44,65.03,76.73,77.24,45.47,96.78,88.07
07/04/2020,54.58,71.63,49.56,69.91,75.9,79.33,70.1,69.58,84.72,76.44,70.39,81.02,69.37,59.42,56.97,48.59,71.61,81.43,68.37,63.29,72.53,69.88,47.14,83.02,75.89,78.68,62.67,68.86,46.42,18.63,66.25,68.75,59.43,65.61,55.19,105.42,79.87,56.66,58.36,40.88,63.38,50.47,48.84,69.31,67.25,86.84,103.69,75.15,70.4,70.03,56.54,67.1,67.12,66.33,65.64,67.54,80.04,81.43,46.54,99.19,95.1
08/04/2020,51.62,72.28,48.77,71.41,64.24,72.96,73.73,72.54,87.82,61.85,68.21,66.51,66.65,54.5,54.79,38.81,68.2,81.33,64.47,61.47,70.09,68.09,44.75,77.99,73.32,67.46,62.04,66.83,45.33,18.69,62.86,65.42,56.5,62.5,53,102.77,71.64,52.73,51.13,40.36,61.53,50.85,45.26,63.99,62.57,71.88,81.95,58.98,64.22,65.22,54.33,62.56,65.01,57.2,57.92,64.11,73.47,72.17,43.68,81.95,100.18
09/04/2020,49.65,67.19,47.97,69.29,65.18,69.35,67.83,68.23,83.2,68.28,66.63,66.79,60.44,54.4,53.33,41.3,59.8,77.37,61.32,60.91,62.86,67.69,43.76,81.53,75.31,64.77,60.92,67.16,42.63,18.8,60.09,65.32,56.68,59.58,51.1,90.6,75.54,50.98,52.5,39.34,58.68,49.75,39.92,59.42,61.69,71.37,74.28,54.77,64.28,62.27,50.88,61.95,63.81,53.09,57.48,57.76,69.4,74.14,42.1,75.94,88.96
10/04/2020,58.34,66.91,54.05,73.98,68.78,74.23,68.35,69.01,86.04,70.49,73.34,71.14,65.91,64.26,60.5,43.95,65.02,85.87,64.32,70.97,73.41,71.41,48.47,95.3,68.12,66.5,66.67,72.51,50.4,20.61,65.71,66.96,60.14,61.91,57.91,106.81,73.33,54.74,61.48,44,67.94,58.62,45.22,69.64,70.86,72.33,69.49,66.8,67,63.77,63.05,64.74,66.74,55.62,66.78,76.74,85.08,76.4,48.98,79.32,81.12
11/04/2020,53.49,72.65,50.59,72.66,83.36,75.48,74.87,69.53,94.07,64.28,75.74,73.72,69.56,63.06,60.61,47.81,62,76.27,61.75,71.69,69.68,75.42,47.75,96.95,73.92,72.73,66.02,66.37,50.1,19.92,67.69,66.14,57.26,64.83,58.02,106.63,76.21,54.59,70.3,41.63,66.21,55.42,48.49,69.1,66.31,78.57,115.05,74.16,63.37,64.74,63.45,74.34,71.21,64.88,68.97,70.86,80.65,83.53,50.8,106.07,108.73
12/04/2020,35.73,49.79,39.68,50.12,49.45,46.56,42.79,40.61,57.74,49.52,49.01,47.14,54.56,41.08,36.32,38.65,43.05,51.2,40.26,51.8,51.04,48.65,38.47,51.61,51.62,47.85,42.51,45.27,32.42,16.85,42.72,42.62,37.66,39.06,39.36,63.67,49.1,40.28,42.83,33.1,43.45,37.24,35.61,42.55,42.38,51.63,56.13,35.79,42,42.01,38.92,56.8,45.21,43.92,47.19,47.25,56.95,53.28,34.56,59.13,58.24
13/04/2020,47.96,55.58,46.27,66.17,59.47,64.69,65.87,60.83,75.7,67.1,57.68,62.79,62.34,51.84,47.32,38.19,64.25,70.05,54.82,58.78,62.89,59.76,43.08,81.37,62.02,61.11,55.37,66.68,38.14,18.5,54.37,63.8,52.8,54.64,49.67,74.68,70.5,50.25,57.36,37.85,55.89,44.44,38.06,53.56,59.6,68.05,73.98,54.71,59.04,61.02,43.71,55.9,68.06,48.72,53.36,55.51,68.22,70.32,40.26,72.13,89.05
14/04/2020,56.61,66.45,54.22,74.04,72.95,78.24,73.79,70.34,85.67,80.59,75.09,78.94,72.79,67.27,56.34,44.08,70.35,79.09,67.75,72.08,77.76,80.52,50.23,79.31,73.32,74.72,63.46,80.59,51.61,20.27,66.06,70.63,59.84,65.13,58.69,98.85,76.32,58.75,76.09,44.65,68.26,55.36,50.08,68.42,68.28,77,91.53,70.28,64.75,71.42,62.8,65.79,71.4,61.53,69.28,68.16,78.84,77.99,50.87,87.49,94.92
15/04/2020,58.6,69.83,57.49,77.38,71.41,80.43,75.14,82.29,88.82,84.99,79.2,78.47,71.46,65.95,59.68,51.9,77.98,88.51,69.62,68.73,77.93,78.8,51.08,81.2,73.25,68.55,68.24,70.51,51,20.56,67.89,74.49,63.49,63,60.14,104.44,80.85,60.54,69.85,45.63,70.05,57.17,45.89,72.13,74.67,84.36,81.36,75.81,77.69,72.62,62.09,71.7,70.16,60.47,67.75,73.09,88.18,76.24,50.43,86.09,121.28
16/04/2020,59.6,72.51,57.2,79.63,66.2,72.26,77.84,75.17,93.28,85.08,76.82,74.06,72.35,65.72,59.08,47.28,74.14,82.84,69,71.89,81.69,83.3,52.09,94.06,70.44,70.8,67.03,71.96,52.06,20.71,67.89,70.87,63.76,62,60.52,110.73,81.79,59.55,65.43,45.7,67.5,58.9,48.25,72.36,72.66,82.73,82.35,62.86,75.71,64.79,64.27,68.21,69.75,55.76,68.4,72.92,80.58,78.11,51.06,85.71,120.21
17/04/2020,66.17,71.54,62.54,83.44,72.79,84.83,86.79,89.15,101.36,86.46,80.56,82.27,75.96,69.43,65.88,51.73,88.58,95.74,75.89,78.09,82.22,91.19,58.18,93.9,78.07,82.27,76.52,81.76,57.87,22.73,76.03,81.9,72.56,71.47,66.23,127.16,97.92,61.39,72.13,49.27,77.88,65.1,53.64,77.49,79.3,88.25,83.45,75.78,81.64,76.52,68.55,75.11,78.35,59.47,72.26,77.81,87.79,90.9,54.81,85.61,119.41
18/04/2020,53.73,78.71,53.85,75.71,88,85.18,83.77,76.13,88.77,81.82,67.07,83.44,66.77,60.12,65.82,61.22,72.76,84.66,71.64,70.38,74.02,89.87,51.73,103.22,81.79,82.25,73.63,68.95,49.16,20.64,77.89,70.65,65.53,74.26,56.06,127.28,93.12,53.68,57.89,44.56,68.6,55.27,44.75,68.91,67.54,71.65,96.31,75.15,74.13,66.47,59.02,68.52,70.61,64.2,61.89,71.53,83.69,93.51,48.73,115.79,113
19/04/2020,53.22,70.66,50.92,69.56,68.92,72.24,64.29,68.57,83.83,71.74,81.26,73.56,74.51,65.64,47.74,55.07,55.57,80.85,59.9,75.73,71.42,63.57,48.02,71.72,68.79,69.09,56.11,70.7,46.57,21.01,55.62,61.95,53.56,60.76,61.3,102.65,71.15,63.5,69.53,42.09,68.39,51.66,57.65,72.53,65.51,88.19,95.11,61,55.37,65.9,58.24,73.5,69.97,63.12,75.91,79.03,90.2,79.27,51.3,80.83,104.19
20/04/2020,59.81,83.25,59.5,78.73,81.2,84.96,83.11,76.58,93.54,84.59,75.95,82.19,68.96,64.19,64.94,51.9,80.4,91.06,71.64,80.35,79.37,82.22,54.03,99.34,83.64,82.48,71.36,75.67,50.47,21.43,72.28,78.37,69.74,69.36,61.99,121.97,90.55,60.28,61.31,48.05,71.92,57.41,52.35,73.97,74.01,83.07,102.39,71.31,81.65,76.09,61.6,74.53,81.1,64.71,68.44,74.74,81.07,92.4,50.39,99.79,121.64
21/04/2020,56.65,67.14,55.3,76.35,74.54,80.52,74,76.18,97.8,84.48,66.22,76.5,73.76,59.98,58.92,46.92,70.4,89.61,71.47,69.33,73.97,80.16,51.19,83.1,71.32,68.97,65.78,70.24,47.97,20.47,67.19,70.1,61.76,65.31,56.68,102.42,83.65,55.77,58.01,44.23,65.44,55.62,48.57,68.79,67.11,79.92,85.24,69.52,68.11,77.54,57.43,64.06,74.52,54.4,64.18,66.1,83.99,82.5,46.31,82.17,104.19
22/04/2020,58.55,74.32,60.61,80.62,77.26,79.95,83.6,79.37,86.67,83.9,78.37,76.75,72.35,69.57,63.07,50.95,81.05,94.67,65.73,71.16,76.29,76.11,58.13,86.81,74.99,72.13,71.13,77.22,55.94,22.13,69.07,71.5,63.18,66.19,63.47,97.35,84.18,59.14,69.95,47.88,67.99,61.43,55.8,72.62,72.59,87.46,94.52,69.25,73.12,79.02,67.03,78.76,80.16,58.82,72.86,77.02,78.93,93.04,53.63,85.61,102.94
